16 22106 83718
0 7592 -87.270020 505.490000
2 7592 -373.130000 265.900000
3 7592 -501.470000 -64.840030
0 7593 -17.320010 505.180000
2 7593 -307.780000 267.350000
4 7593 19.120000 -349.910000
6 7593 -499.760000 525.340000
7 7593 -244.460000 571.770000
8 7593 -173.900000 202.820000
9 7593 -413.930000 295.350000
12 7593 -324.110000 513.510000
0 7594 -342.340000 504.130000
5 7594 71.870000 -145.990000
8 7594 -434.800000 196.140000
11 7594 -153.220000 -265.340000
0 7595 589.450000 502.080000
2 7595 355.000000 415.970000
3 7595 210.069900 83.429990
6 7595 275.030000 676.510000
8 7595 359.450000 317.780000
13 7595 731.640000 224.150000
0 7596 415.370000 499.870000
12 7596 119.940000 557.310000
0 7597 46.940000 499.140000
6 7597 -427.270000 529.270000
8 7597 -125.020000 198.090000
12 7597 -254.290000 513.810000
0 7598 711.790000 497.990000
2 7598 526.450000 496.460000
6 7598 462.030000 713.050000
9 7598 301.800000 520.140000
0 7599 -60.229980 496.660000
7 7599 -285.690000 558.380000
11 7599 93.049990 -268.580000
0 7600 67.770020 496.170000
2 7600 -228.820000 256.070000
3 7600 -362.360000 -76.000000
4 7600 8.090027 -401.010000
5 7600 470.960000 -152.510000
6 7600 -403.090000 530.220000
7 7600 -160.570000 570.950000
8 7600 -108.500000 195.810000
9 7600 -345.720000 288.810000
11 7600 208.280000 -264.570000
12 7600 -231.130000 513.130000
13 7600 243.510000 170.520000
14 7600 378.910000 -237.300000
0 7601 766.319900 493.180000
2 7601 580.330000 510.310000
3 7601 424.040000 175.120000
6 7601 526.310100 720.800000
8 7601 541.180100 389.980000
9 7601 349.220000 533.670000
0 7602 49.179990 492.020000
4 7602 6.940002 -389.230000
6 7602 -422.800000 520.850000
7 7602 -178.120000 564.790000
9 7602 -359.650000 283.860000
11 7602 191.340000 -269.490000
12 7602 -250.410000 506.160000
0 7603 600.030000 492.130000
2 7603 369.000000 410.490000
3 7603 222.840000 78.450010
6 7603 290.300000 668.710000
8 7603 370.480000 313.640000
9 7603 167.880000 442.290000
13 7603 743.360000 217.050000
0 7604 -49.270020 490.890000
2 7604 -336.710000 250.000000
4 7604 12.179990 -329.530000
5 7604 355.870000 -159.550000
6 7604 -532.840000 499.080000
7 7604 -274.120000 553.720000
8 7604 -197.100000 187.340000
12 7604 -355.660000 489.020000
13 7604 151.319900 159.830000
14 7604 265.950000 -246.510000
0 7605 -49.270020 490.890000
2 7605 -336.710000 250.000000
4 7605 12.179990 -329.530000
5 7605 355.870000 -159.550000
6 7605 -532.840000 499.080000
7 7605 -274.120000 553.720000
11 7605 103.470000 -273.260000
12 7605 -355.660000 489.020000
13 7605 151.319900 159.830000
14 7605 265.950000 -246.510000
0 7606 661.189900 488.390000
3 7606 329.250000 137.780000
6 7606 405.830000 690.280000
9 7606 262.550000 497.720000
0 7607 769.670000 487.920000
2 7607 583.950000 506.850000
3 7607 427.780000 171.680000
6 7607 530.630000 716.190000
8 7607 544.950000 386.680000
9 7607 352.310100 530.360000
0 7608 710.870000 487.660000
2 7608 526.819900 487.130000
3 7608 375.270000 153.470000
6 7608 463.780000 701.390000
8 7608 497.680100 371.120000
9 7608 303.980000 512.230000
13 7608 871.470000 228.930000
0 7609 208.540000 486.500000
7 7609 -24.270020 576.310000
8 7609 -3.789978 191.750000
11 7609 337.069900 -267.160000
14 7609 516.630000 -240.520000
0 7610 279.670000 485.890000
14 7610 586.910000 -238.260000
0 7611 783.950000 484.370000
6 7611 547.100000 715.160000
8 7611 556.910000 387.300000
9 7611 364.540000 531.990000
0 7612 11.830020 483.890000
4 7612 4.330017 -365.380000
5 7612 415.390000 -166.790000
6 7612 -463.270000 501.900000
7 7612 -213.570000 552.260000
8 7612 -150.020000 183.280000
9 7612 -388.290000 274.040000
11 7612 157.810000 -277.530000
12 7612 -289.060000 489.760000
13 7612 199.590000 157.030000
0 7613 -37.909970 482.760000
4 7613 7.239990 -335.780000
6 7613 -518.540000 490.650000
7 7613 -261.670000 545.860000
11 7613 113.940000 -279.710000
12 7613 -342.370000 481.090000
0 7614 366.900000 483.000000
2 7614 33.859990 246.750000
9 7614 -122.770000 289.260000
11 7614 483.670000 -261.160000
14 7614 674.150000 -236.070000
0 7615 773.810100 483.040000
2 7615 588.770000 503.230000
3 7615 432.170000 168.830000
6 7615 536.010000 711.850000
8 7615 549.260000 383.870000
9 7615 356.390000 527.570000
0 7616 805.130000 482.590000
3 7616 462.260000 181.000000
6 7616 573.490000 719.650000
8 7616 576.800000 394.090000
9 7616 385.850000 539.010000
0 7617 792.220000 480.170000
2 7617 608.740000 507.190000
3 7617 450.569900 172.680000
6 7617 559.120000 712.280000
8 7617 566.050000 386.360000
9 7617 373.360000 531.080000
0 7618 809.610000 479.300000
2 7618 626.660000 514.980000
3 7618 466.900000 179.720000
0 7619 809.610000 479.300000
2 7619 626.660000 514.980000
3 7619 466.900000 179.720000
0 7620 749.750000 477.870000
3 7620 412.590000 157.490000
0 7621 802.680100 472.810000
2 7621 619.300000 504.830000
3 7621 460.610000 170.530000
6 7621 571.350000 709.040000
8 7621 574.780000 385.130000
9 7621 382.069900 529.640000
0 7622 562.160000 471.900000
2 7622 332.010000 377.560000
6 7622 247.860000 636.420000
13 7622 707.720000 196.080000
0 7623 807.760000 472.110000
2 7623 624.420000 505.860000
3 7623 465.610000 171.530000
6 7623 577.200000 708.610000
8 7623 579.460000 385.420000
9 7623 386.800000 530.390000
0 7624 -428.250000 469.230000
2 7624 -718.530000 224.550000
4 7624 28.120000 -117.790000
5 7624 -15.909970 -180.560000
7 7624 -656.660000 490.480000
8 7624 -509.070000 161.660000
12 7624 -788.210000 411.040000
0 7625 832.210000 468.850000
3 7625 488.710000 178.530000
0 7626 328.390000 467.780000
3 7626 -141.720000 -103.570000
5 7626 733.290000 -175.450000
6 7626 -119.260000 548.210000
7 7626 89.880000 568.390000
8 7626 83.390010 178.380000
9 7626 -148.270000 272.800000
11 7626 449.090000 -277.370000
12 7626 44.239990 517.200000
13 7626 451.370000 162.730000
14 7626 636.270000 -254.570000
0 7627 757.520000 466.520000
3 7627 422.960000 151.130000
6 7627 522.300000 690.650000
0 7628 839.390000 465.370000
2 7628 657.890000 512.600000
3 7628 495.819900 177.940000
0 7629 767.410000 465.070000
9 7629 355.060100 512.890000
0 7630 825.120000 464.650000
2 7630 642.780000 504.890000
3 7630 481.830000 171.100000
8 7630 594.930100 384.070000
9 7630 402.170000 529.370000
0 7631 635.760000 464.120000
3 7631 311.030000 109.460000
6 7631 380.560000 658.060000
11 7631 709.720000 -263.750000
0 7632 835.950000 462.170000
2 7632 654.000000 507.600000
3 7632 492.090000 173.600000
9 7632 410.490000 532.060000
0 7633 -556.380000 461.330000
5 7633 -140.790000 -186.360000
7 7633 -792.670000 468.090000
11 7633 -336.540000 -299.820000
13 7633 -250.180000 113.110000
14 7633 -223.270000 -282.760000
0 7634 776.000000 456.160000
3 7634 441.310100 149.390000
6 7634 543.880000 684.690000
0 7635 514.620000 455.260000
12 7635 300.390000 591.730000
0 7636 823.550000 454.990000
2 7636 642.350000 496.040000
8 7636 594.160000 377.240000
9 7636 401.680100 522.010000
0 7637 506.700000 455.030000
2 7637 275.590000 342.280000
3 7637 133.780000 12.049990
6 7637 181.460000 601.930000
8 7637 294.380000 259.650000
9 7637 88.820010 380.540000
12 7637 291.330000 588.400000
13 7637 656.640000 176.560000
0 7638 506.700000 455.030000
6 7638 181.460000 601.930000
13 7638 656.640000 176.560000
0 7639 506.700000 455.030000
2 7639 275.590000 342.280000
3 7639 133.780000 12.049990
8 7639 294.380000 259.650000
9 7639 88.820010 380.540000
12 7639 291.330000 588.400000
13 7639 656.640000 176.560000
0 7640 -675.430000 451.910000
5 7640 -333.430000 -199.570000
0 7641 862.540000 450.900000
3 7641 517.189900 172.800000
0 7642 9.400024 449.080000
2 7642 -278.530000 198.770000
3 7642 -411.370000 -132.730000
4 7642 -15.960020 -361.160000
5 7642 411.950000 -204.290000
9 7642 -385.490000 236.780000
12 7642 -285.300000 447.270000
13 7642 198.010000 126.880000
0 7643 -302.460000 447.840000
2 7643 -584.860000 198.620000
7 7643 -522.710000 481.820000
11 7643 -120.240000 -312.580000
12 7643 -634.320000 402.890000
0 7644 859.250000 447.740000
2 7644 678.689900 501.790000
3 7644 515.140000 168.430000
9 7644 430.970000 528.030000
0 7645 867.920000 448.210000
2 7645 686.620000 505.390000
3 7645 521.330000 171.830000
0 7646 -315.230000 444.730000
5 7646 93.349980 -208.300000
12 7646 -646.850000 397.100000
0 7647 531.160000 444.450000
6 7647 214.910000 595.040000
11 7647 626.530000 -288.690000
12 7647 322.069900 583.520000
0 7648 849.150000 442.490000
2 7648 669.330000 493.570000
0 7649 878.930100 439.300000
2 7649 698.240000 501.200000
3 7649 532.370000 168.120000
9 7649 447.950000 527.420000
0 7650 484.800000 438.310000
2 7650 253.630000 317.460000
3 7650 113.220000 -12.280030
0 7651 6.210022 437.790000
2 7651 -279.230000 189.350000
4 7651 -21.570010 -359.030000
6 7651 -459.640000 442.140000
0 7652 690.189900 436.910000
3 7652 370.120000 106.540000
6 7652 451.930100 643.150000
8 7652 489.560100 329.640000
9 7652 298.650000 468.820000
11 7652 767.090000 -286.210000
0 7653 -397.200000 434.050000
4 7653 7.320007 -130.620000
7 7653 -618.590000 457.190000
8 7653 -480.340000 129.100000
11 7653 -203.150000 -323.760000
0 7654 506.370000 433.840000
6 7654 186.650000 577.300000
7 7654 288.780000 575.310000
8 7654 296.610000 243.420000
9 7654 93.450010 363.440000
11 7654 607.439900 -299.650000
12 7654 296.110000 565.720000
13 7654 658.710000 159.150000
0 7655 506.370000 433.840000
2 7655 280.069900 321.910000
3 7655 138.660000 -7.169983
6 7655 186.650000 577.300000
7 7655 288.780000 575.310000
8 7655 296.610000 243.420000
9 7655 93.450010 363.440000
11 7655 607.439900 -299.650000
12 7655 296.110000 565.720000
13 7655 658.710000 159.150000
0 7656 -105.390000 433.080000
2 7656 -385.450000 180.700000
3 7656 -515.870000 -149.970000
4 7656 -16.130000 -292.130000
8 7656 -236.870000 134.430000
11 7656 53.630000 -325.290000
12 7656 -406.740000 414.540000
13 7656 107.600000 107.500000
14 7656 211.350000 -308.210000
0 7657 -140.780000 432.690000
5 7657 262.260000 -222.650000
7 7657 -356.940000 482.790000
0 7658 511.710000 430.590000
6 7658 193.510000 574.870000
7 7658 294.010000 572.890000
12 7658 302.510000 563.410000
13 7658 663.730000 156.930000
0 7659 626.020000 430.450000
6 7659 377.780000 619.140000
0 7660 626.020000 430.450000
6 7660 377.780000 619.140000
8 7660 436.950000 307.040000
9 7660 244.670000 442.720000
11 7660 709.210000 -295.800000
0 7661 -210.330000 429.130000
2 7661 -489.350000 174.410000
7 7661 -426.070000 471.630000
11 7661 -39.260010 -329.500000
0 7662 474.960000 428.490000
2 7662 245.370000 304.070000
3 7662 104.960000 -25.070010
6 7662 145.880000 562.740000
7 7662 257.780000 564.690000
8 7662 270.270000 229.090000
9 7662 63.719970 347.420000
13 7662 627.620000 150.900000
14 7662 858.630000 -275.480000
0 7663 536.530000 427.990000
7 7663 319.370000 574.740000
9 7663 123.580000 369.250000
11 7663 634.760000 -302.260000
0 7664 628.620000 426.840000
2 7664 459.380000 405.600000
3 7664 313.990000 76.429990
8 7664 440.300000 304.590000
9 7664 248.110000 440.800000
11 7664 712.189900 -299.040000
12 7664 466.330000 620.740000
13 7664 800.380000 171.260000
0 7665 -224.900000 426.020000
2 7665 -504.200000 170.260000
5 7665 179.020000 -228.470000
7 7665 -440.380000 467.320000
8 7665 -333.930000 123.930000
11 7665 -52.130000 -331.480000
12 7665 -541.120000 388.040000
13 7665 12.489990 95.459990
0 7666 623.880000 423.360000
6 7666 375.770000 611.330000
0 7667 196.610000 422.770000
2 7667 -104.830000 173.770000
3 7667 -244.670000 -157.950000
7 7667 -27.789980 509.190000
11 7667 331.500000 -324.880000
0 7668 635.730000 420.880000
2 7668 467.980000 403.290000
3 7668 322.390000 74.270020
6 7668 391.340000 611.510000
8 7668 447.189900 302.490000
9 7668 255.510000 438.820000
11 7668 720.220000 -303.910000
12 7668 475.480000 618.040000
13 7668 807.950000 167.460000
0 7669 703.560100 420.080000
6 7669 471.870000 629.870000
9 7669 314.360000 461.060000
0 7670 669.270000 417.850000
2 7670 504.200000 412.670000
3 7670 356.280000 84.419980
6 7670 432.620000 618.100000
8 7670 476.590000 310.040000
9 7670 285.870000 448.170000
0 7671 103.050000 415.000000
2 7671 -189.010000 162.870000
7 7671 -116.480000 491.550000
0 7672 -486.570000 409.560000
5 7672 -80.950010 -242.120000
8 7672 -561.150000 101.710000
10 7672 -728.600000 586.880000
0 7673 -494.880000 407.720000
5 7673 -89.099980 -243.610000
8 7673 -567.720000 99.760010
13 7673 -203.670000 69.429990
14 7673 -171.330000 -338.270000
0 7674 680.960000 407.270000
3 7674 369.680100 79.349980
6 7674 448.860000 609.590000
7 7674 476.470000 587.260000
8 7674 488.140000 305.370000
0 7675 -326.630000 405.620000
5 7675 76.250000 -249.660000
10 7675 -526.580000 595.780000
0 7676 871.060100 404.290000
3 7676 536.270000 139.990000
0 7677 -538.780000 398.980000
4 7677 -0.630005 -53.469970
0 7678 523.860000 396.390000
2 7678 309.250000 292.910000
3 7678 167.480000 -34.400020
7 7678 311.030000 541.750000
8 7678 320.920000 219.220000
9 7678 119.250000 339.240000
11 7678 629.150000 -332.420000
12 7678 325.340000 530.670000
13 7678 679.430100 129.740000
0 7679 19.419980 394.030000
2 7679 -264.180000 136.550000
4 7679 -49.780030 -362.990000
6 7679 -437.260000 386.720000
7 7679 -194.400000 460.900000
9 7679 -370.430000 182.880000
10 7679 -112.030000 610.490000
11 7679 169.640000 -356.940000
13 7679 206.400000 79.780000
0 7680 -259.600000 392.280000
2 7680 -537.830000 129.050000
4 7680 -27.450010 -200.520000
5 7680 142.040000 -265.260000
11 7680 -83.530030 -361.900000
12 7680 -574.720000 340.530000
13 7680 -15.599980 64.900020
14 7680 58.080020 -355.110000
0 7681 529.040000 392.520000
3 7681 173.720000 -35.760010
7 7681 316.730000 538.910000
8 7681 326.080000 217.510000
11 7681 634.160000 -335.640000
0 7682 774.939900 392.610000
2 7682 614.080000 427.880000
7 7682 568.800000 588.110000
9 7682 378.430100 463.320000
0 7683 794.790000 391.710000
2 7683 633.220000 433.710000
6 7683 581.590000 623.940000
9 7683 394.939900 469.090000
0 7684 -562.980000 388.540000
4 7684 -4.869995 -39.370000
5 7684 -158.840000 -263.330000
10 7684 -821.770000 554.420000
11 7684 -348.780000 -361.650000
0 7685 -562.980000 388.540000
4 7685 -4.869995 -39.370000
5 7685 -158.840000 -263.330000
10 7685 -821.770000 554.420000
0 7686 672.830000 387.780000
6 7686 443.930100 586.430000
7 7686 471.240000 567.270000
8 7686 485.090000 288.500000
11 7686 762.980000 -332.920000
0 7687 33.179990 386.800000
2 7687 -250.130000 127.220000
5 7687 433.689900 -271.550000
6 7687 -420.270000 380.870000
7 7687 -180.220000 455.170000
10 7687 -95.270020 604.070000
11 7687 182.500000 -362.500000
12 7687 -248.250000 378.800000
13 7687 217.480000 74.070010
14 7687 346.290000 -355.660000
0 7688 430.819900 386.730000
12 7688 179.250000 455.390000
13 7688 554.250000 103.860000
14 7688 768.460000 -331.920000
0 7689 -69.789980 383.660000
11 7689 87.739990 -368.860000
12 7689 -355.730000 370.520000
0 7690 10.039980 383.060000
2 7690 -271.530000 122.930000
6 7690 -445.570000 370.480000
7 7690 -201.970000 448.600000
11 7690 161.610000 -367.210000
13 7690 199.380000 70.260010
0 7691 542.120000 383.300000
2 7691 333.620000 287.710000
3 7691 191.250000 -38.669980
6 7691 246.140000 530.630000
7 7691 331.130000 532.200000
8 7691 340.340000 214.340000
9 7691 139.460000 335.970000
11 7691 648.800000 -343.600000
13 7691 699.300000 120.810000
0 7692 -534.610000 382.180000
5 7692 -132.140000 -269.910000
13 7692 -237.000000 45.429990
0 7693 -534.610000 382.180000
5 7693 -132.140000 -269.910000
11 7693 -326.090000 -367.100000
13 7693 -237.000000 45.429990
14 7693 -214.360000 -365.720000
0 7694 -713.650000 381.510000
13 7694 -448.900000 25.989990
0 7695 30.380000 381.270000
5 7695 430.770000 -277.350000
7 7695 -182.330000 448.920000
11 7695 180.290000 -368.330000
13 7695 215.319900 69.450010
14 7695 343.500000 -361.220000
0 7696 -204.760000 380.810000
2 7696 -481.560000 115.040000
4 7696 -38.330020 -229.930000
7 7696 -414.090000 421.800000
10 7696 -378.210000 574.660000
13 7696 28.239990 57.510010
14 7696 111.460000 -366.720000
0 7697 549.060100 379.560000
2 7697 341.610000 287.020000
3 7697 198.860000 -39.179990
7 7697 338.500000 529.560000
8 7697 346.810000 213.430000
9 7697 147.300000 335.430000
11 7697 655.580000 -346.590000
12 7697 358.980000 521.200000
13 7697 706.069900 118.570000
0 7698 662.740000 379.660000
6 7698 433.720000 574.840000
8 7698 478.510000 279.200000
9 7698 289.220000 416.700000
0 7699 474.490000 378.810000
7 7699 263.700000 516.140000
11 7699 586.380000 -350.660000
0 7700 611.040000 378.320000
2 7700 453.939900 355.060000
3 7700 309.150000 28.729980
6 7700 371.820000 558.340000
7 7700 411.530000 547.570000
8 7700 434.130000 263.330000
9 7700 243.380000 397.340000
12 7700 457.210000 564.320000
13 7700 789.460000 129.610000
0 7701 611.040000 378.320000
2 7701 453.939900 355.060000
3 7701 309.150000 28.729980
6 7701 371.820000 558.340000
7 7701 411.530000 547.570000
8 7701 434.130000 263.330000
9 7701 243.380000 397.340000
11 7701 706.260000 -345.110000
12 7701 457.210000 564.320000
13 7701 789.460000 129.610000
0 7702 525.910000 376.800000
2 7702 316.000000 271.150000
6 7702 225.690000 515.130000
8 7702 326.220000 201.390000
12 7702 332.290000 506.550000
0 7703 17.870000 375.390000
7 7703 -193.420000 441.920000
9 7703 -369.000000 163.390000
10 7703 -112.110000 589.140000
11 7703 169.510000 -373.450000
13 7703 205.540000 63.609990
14 7703 331.250000 -368.480000
0 7704 555.740000 374.550000
2 7704 350.180100 284.950000
7 7704 345.780000 525.860000
8 7704 353.260000 211.890000
9 7704 154.810100 333.800000
11 7704 662.630000 -350.880000
12 7704 367.160000 518.710000
13 7704 712.860000 115.400000
0 7705 31.179990 372.380000
2 7705 -251.380000 110.930000
7 7705 -180.470000 439.980000
8 7705 -127.100000 80.750000
10 7705 -96.190000 586.270000
11 7705 181.450000 -376.260000
12 7705 -247.900000 361.360000
13 7705 215.750000 61.890010
14 7705 344.069900 -370.780000
0 7706 1.000000 371.520000
2 7706 -279.580000 108.130000
7 7706 -209.660000 435.650000
9 7706 -382.460000 158.010000
10 7706 -132.020000 582.060000
11 7706 153.950000 -377.740000
13 7706 191.900000 59.380000
14 7706 313.980000 -372.760000
0 7707 682.530000 371.100000
2 7707 529.780000 376.160000
9 7707 308.230000 417.740000
13 7707 859.840000 132.300000
0 7708 721.360000 369.480000
3 7708 419.020000 61.770020
7 7708 520.490000 559.010000
9 7708 341.110000 430.180000
12 7708 591.040000 585.890000
0 7709 784.819900 367.190000
2 7709 630.480000 409.270000
9 7709 393.080000 448.600000
12 7709 656.200000 610.170000
0 7710 784.819900 367.190000
2 7710 630.480000 409.270000
9 7710 393.080000 448.600000
0 7711 4.010010 366.120000
2 7711 -275.950000 102.400000
4 7711 -64.859990 -350.840000
6 7711 -449.180000 346.840000
7 7711 -205.910000 430.720000
9 7711 -379.140000 152.960000
10 7711 -127.210000 576.330000
11 7711 156.580000 -382.910000
12 7711 -275.970000 349.550000
13 7711 194.790000 55.010010
14 7711 317.569900 -378.370000
0 7712 -212.290000 363.420000
4 7712 -47.859990 -223.630000
7 7712 -419.170000 402.750000
11 7712 -41.849980 -387.580000
0 7713 -201.520000 363.110000
2 7713 -477.030000 93.109990
7 7713 -408.250000 403.800000
8 7713 -311.790000 64.060000
10 7713 -371.450000 552.530000
13 7713 30.419980 42.130000
0 7714 -201.520000 363.110000
7 7714 -408.250000 403.800000
8 7714 -311.790000 64.060000
10 7714 -371.450000 552.530000
0 7715 -706.130000 358.660000
5 7715 -384.210000 -297.150000
13 7715 -437.440000 7.390015
14 7715 -463.130000 -398.720000
0 7716 -397.140000 359.080000
2 7716 -683.560000 84.289980
7 7716 -607.870000 376.300000
10 7716 -609.170000 531.120000
13 7716 -126.960000 30.549990
14 7716 -80.640010 -391.330000
15 7716 -617.570000 577.130000
0 7717 -162.690000 357.560000
2 7717 -438.970000 86.640010
7 7717 -368.710000 402.630000
11 7717 3.530029 -392.770000
14 7717 151.340000 -391.710000
0 7718 -162.690000 357.560000
2 7718 -438.970000 86.640010
5 7718 234.990000 -304.060000
14 7718 151.340000 -391.710000
0 7719 -345.140000 356.370000
2 7719 -626.220000 82.080020
5 7719 52.789980 -302.590000
7 7719 -553.450000 379.700000
8 7719 -433.830000 51.959990
10 7719 -545.500000 532.020000
11 7719 -161.280000 -393.190000
12 7719 -668.380000 281.970000
15 7719 -543.770000 580.060000
0 7720 -210.490000 353.510000
5 7720 187.190000 -307.900000
7 7720 -415.690000 392.430000
8 7720 -318.520000 53.929990
10 7720 -380.900000 540.940000
0 7721 -439.230000 347.850000
4 7721 -36.989990 -97.940000
10 7721 -662.460000 512.350000
15 7721 -677.140000 553.650000
0 7722 586.060100 348.150000
2 7722 432.900000 316.500000
3 7722 291.300000 -7.719971
6 7722 348.280000 517.710000
7 7722 391.020000 513.890000
8 7722 417.980000 232.090000
9 7722 227.790000 363.920000
12 7722 434.920000 523.200000
13 7722 766.840000 101.690000
0 7723 -401.430000 347.430000
5 7723 -5.010010 -311.250000
7 7723 -610.330000 363.510000
11 7723 -211.710000 -400.020000
14 7723 -86.340030 -403.880000
0 7724 -120.280000 341.640000
2 7724 -394.870000 67.250000
7 7724 -324.770000 390.510000
8 7724 -244.110000 45.310000
9 7724 -478.940000 118.770000
11 7724 42.640010 -407.110000
13 7724 94.859990 26.700010
0 7725 -299.960000 340.960000
2 7725 -578.420000 62.150020
4 7725 -53.060000 -172.880000
15 7725 -477.770000 564.450000
0 7726 812.810100 339.890000
3 7726 508.480000 71.070010
7 7726 611.750000 544.140000
9 7726 421.830000 437.930000
0 7727 -556.160000 339.670000
5 7727 -160.220000 -315.690000
7 7727 -773.840000 335.930000
11 7727 -348.140000 -404.000000
15 7727 -837.960000 529.380000
0 7728 -562.780000 337.410000
4 7728 -31.770020 -32.909970
5 7728 -167.560000 -317.370000
7 7728 -780.590000 333.000000
10 7728 -813.080000 491.540000
13 7728 -262.170000 5.500000
14 7728 -248.960000 -414.110000
15 7728 -846.890000 525.320000
0 7729 616.900000 337.620000
2 7729 469.290000 319.590000
3 7729 326.310100 -4.599976
6 7729 388.650000 515.960000
7 7729 422.870000 509.350000
9 7729 258.450000 367.570000
10 7729 598.650000 605.600000
11 7729 721.350000 -383.540000
12 7729 473.040000 523.010000
13 7729 799.200000 96.459990
0 7730 616.900000 337.620000
3 7730 326.310100 -4.599976
6 7730 388.650000 515.960000
7 7730 422.870000 509.350000
8 7730 447.000000 234.080000
9 7730 258.450000 367.570000
10 7730 598.650000 605.600000
11 7730 721.350000 -383.540000
12 7730 473.040000 523.010000
13 7730 799.200000 96.459990
0 7731 611.720000 337.210000
2 7731 464.130000 317.480000
3 7731 321.120000 -6.520020
7 7731 417.939900 508.170000
8 7731 443.000000 232.240000
9 7731 254.280000 365.330000
10 7731 592.189900 605.630000
11 7731 716.230000 -383.720000
12 7731 467.819900 521.060000
13 7731 794.000000 95.929990
0 7732 826.210000 334.900000
2 7732 678.200000 396.230000
3 7732 520.380000 72.530030
7 7732 624.920000 541.470000
9 7732 434.020000 438.230000
0 7733 -434.050000 334.950000
10 7733 -650.520000 498.540000
11 7733 -241.230000 -411.160000
12 7733 -773.260000 237.670000
15 7733 -664.570000 538.110000
0 7734 72.630000 333.270000
7 7734 -131.240000 408.120000
11 7734 220.230000 -411.600000
13 7734 259.040000 31.799990
14 7734 398.050000 -410.520000
0 7735 619.100000 333.760000
2 7735 471.040000 315.420000
3 7735 328.920000 -7.440002
6 7735 391.470000 511.130000
7 7735 425.500000 505.670000
9 7735 260.990000 364.670000
12 7735 475.420000 517.800000
13 7735 801.080000 93.299990
0 7736 -386.090000 332.610000
5 7736 8.590027 -327.740000
7 7736 -592.310000 349.550000
8 7736 -469.510000 25.519990
10 7736 -590.930000 499.490000
12 7736 -713.560000 244.710000
13 7736 -119.010000 7.679993
14 7736 -72.739990 -420.340000
15 7736 -596.820000 541.380000
0 7737 669.970000 332.190000
2 7737 526.470000 335.820000
3 7737 380.170000 12.679990
6 7737 454.240000 526.210000
7 7737 475.880000 513.280000
9 7737 306.880000 382.840000
12 7737 536.069900 535.220000
0 7738 669.970000 332.190000
2 7738 526.470000 335.820000
3 7738 380.170000 12.679990
7 7738 475.880000 513.280000
0 7739 -201.640000 330.830000
7 7739 -404.200000 369.890000
13 7739 29.599980 14.090030
15 7739 -339.190000 563.600000
0 7740 599.830000 331.410000
2 7740 452.850000 307.000000
6 7740 369.820000 503.370000
8 7740 433.439900 223.960000
9 7740 244.670000 356.010000
0 7741 419.390000 330.500000
6 7741 55.810000 416.190000
0 7742 -514.960000 328.940000
5 7742 -121.180000 -328.510000
10 7742 -750.620000 484.300000
15 7742 -777.490000 519.580000
0 7743 813.890000 327.490000
3 7743 512.030000 62.109990
7 7743 614.310100 532.260000
0 7744 475.530000 326.780000
6 7744 173.280000 444.290000
7 7744 271.880000 465.430000
8 7744 287.780000 147.410000
12 7744 284.180100 437.970000
0 7745 -451.420000 324.830000
7 7745 -662.060000 331.120000
12 7745 -795.930000 218.990000
0 7746 629.300000 323.050000
3 7746 342.819900 -11.969970
6 7746 407.650000 503.210000
7 7746 437.110000 497.240000
8 7746 460.770000 226.470000
9 7746 272.939900 360.140000
10 7746 614.140000 589.930000
11 7746 737.050000 -397.420000
12 7746 491.689900 511.550000
0 7747 -185.980000 319.250000
7 7747 -386.640000 359.920000
15 7747 -315.020000 548.880000
0 7748 482.640000 314.430000
7 7748 280.680100 454.770000
10 7748 440.939900 563.120000
0 7749 534.780000 313.450000
7 7749 332.810100 462.600000
9 7749 148.790000 273.790000
10 7749 502.680100 568.470000
0 7750 534.780000 313.450000
7 7750 332.810100 462.600000
10 7750 502.680100 568.470000
0 7751 780.880000 311.050000
8 7751 592.480000 263.470000
9 7751 405.310100 407.370000
0 7752 6.090027 309.060000
6 7752 -411.430000 280.340000
0 7753 -574.010000 308.050000
13 7753 -273.000000 -21.099980
14 7753 -264.730000 -446.740000
0 7754 83.560000 307.150000
6 7754 -314.540000 299.710000
11 7754 230.240000 -435.650000
0 7755 762.230000 304.120000
2 7755 625.140000 345.610000
3 7755 473.520000 24.690000
6 7755 566.950000 523.480000
7 7755 568.130000 501.740000
10 7755 773.770000 583.100000
0 7756 -450.280000 302.520000
7 7756 -656.930000 307.580000
15 7756 -680.580000 490.180000
0 7757 629.439900 302.230000
2 7757 491.890000 292.060000
6 7757 412.930000 481.460000
7 7757 439.870000 477.440000
9 7757 278.160000 344.880000
10 7757 615.830000 564.900000
12 7757 497.150000 488.930000
13 7757 815.620000 68.950010
0 7758 474.710000 300.220000
6 7758 180.970000 411.960000
8 7758 294.940000 124.660000
12 7758 293.250000 407.400000
13 7758 641.390000 40.969970
0 7759 68.969970 293.910000
6 7759 -322.920000 281.020000
0 7760 -382.020000 293.180000
11 7760 -197.000000 -449.720000
13 7760 -117.270000 -27.289980
14 7760 -72.370000 -464.670000
0 7761 819.020000 293.100000
2 7761 684.980000 359.490000
0 7762 867.650000 292.410000
2 7762 728.530000 374.730000
3 7762 568.569900 53.909970
7 7762 669.069900 507.880000
0 7763 542.500000 289.850000
2 7763 357.290000 195.690000
8 7763 358.520000 138.870000
9 7763 163.530000 257.550000
